Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
Andrew Carpenter,- - -,23,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,9533
Marcus Stroman,- - -,153,41,1,7,1,0,0,0.439,0.105,0.158,0.105,0.105,0.211,0.131,,-26,0,-6.9,4.9,-0.1,13431
Troy Percival,- - -,98,4,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,29
Mike Stanton,- - -,151,4,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-1.1,0.5,-0.1,849
Les Walrond,- - -,16,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,0,-1.2,0.5,-0.1,1735
Jason Grimsley,ARI,19,4,0,1,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.2,0.5,-0.1,602
Steven Shell,WSN,43,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,3681
Paul Blackburn,OAK,20,5,0,0,0,0,0,0.4,0,0,0,0,0,0,,-100,0,-1.3,0.6,-0.1,14739
Geremi Gonzalez,- - -,24,11,0,1,0,0,0.091,0.182,0,0,0,0.111,0,0.079,,-47,0,-2.2,1.3,-0.1,1711
Joe Beimel,- - -,502,4,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,979
John Wasdin,- - -,21,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,1768
James McDonald,- - -,136,171,0,15,4,0,0.076,0.439,0.014,0.229,0.11,0.184,0.124,0.152,,-11,-0.1,-22.8,17,-0.1,5523
Horacio Ramirez,- - -,97,28,0,2,0,0,0.036,0.071,0,0.136,0.125,0.16,0.125,0.135,,-32,0,-4.8,3.3,-0.1,110
Luke Farrell,- - -,39,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.3,0.6,-0.1,15101
Aaron Heilman,- - -,405,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,1751
Luis Vizcaino,- - -,205,4,0,0,0,0,0,0.75,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,714
Marcos Mateo,- - -,70,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,0,-1,0.4,-0.1,6869
Tommy Kahnle,- - -,284,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,0,-1,0.4,-0.1,11384
Michael Wuertz,- - -,320,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.2,0.4,-0.1,1856
Chad Qualls,- - -,742,4,0,0,0,0,0,0.75,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,2170
Domingo German,NYY,55,10,0,0,0,0,0.1,0.8,0,0,0,0.1,0,0.069,,-56,0,-2.2,1.2,-0.1,17149
Cesar Valdez,- - -,20,4,0,0,0,0,0,0.75,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,9013
Drew Anderson,PHI,9,5,0,0,0,0,0,0.4,0,0,0,0,0,0,,-100,0,-1.3,0.6,-0.1,15130
Charlie Haeger,- - -,34,15,0,0,1,0,0.067,0.6,0,0.333,0.091,0.154,0.091,0.123,,-35,0,-2.6,1.5,-0.1,3545
Guillermo Moscoso,- - -,70,18,0,0,1,0,0,0.444,0.067,0.286,0.133,0.133,0.2,0.143,,-34,0,-2.9,1.8,-0.1,5106
Dustin May,LAD,14,11,0,0,0,0,0,0.364,0,0.143,0.091,0.091,0.091,0.079,,-59,0,-2.3,1.4,-0.1,19716
Paul Byrd,- - -,99,13,0,0,0,0,0,0.154,0,0.111,0.091,0.091,0.091,0.081,,-42,0,-2.5,1.5,-0.1,594
Alec Mills,- - -,19,17,0,0,0,0,0,0.471,0,0.222,0.118,0.118,0.118,0.103,,-46,0,-3.2,2.1,-0.1,13834
Tyler Pill,NYM,7,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,12751
Nick Vincent,- - -,384,5,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-1.3,0.6,-0.1,7555
Ronald Bolanos,SDP,5,5,0,1,1,0,0,0.8,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,20041
Valerio de los Santos,COL,2,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,681
Pedro Strop,- - -,556,4,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,4070
Hansel Robles,- - -,295,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.3,0.6,-0.1,11801
Eric Jokisch,CHC,4,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0,-1.2,0.5,-0.1,11157
Miguel Diaz,SDP,47,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,18815
Danny Duffy,KCR,209,24,0,2,1,0,0,0.458,0,0.273,0.136,0.136,0.136,0.119,,-31,0,-3.9,2.6,-0.1,3542
Zach Lee,- - -,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-1.3,0.6,-0.1,11468
Tommy Hunter,- - -,448,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1,0.3,-0.1,1157
Ryan Rowland-Smith,- - -,121,5,0,0,0,0,0,0.8,0,0,0,0,0,0,,-100,0,-1.3,0.5,-0.1,3245
Matt Bowman,- - -,184,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,13528
Kenshin Kawakami,ATL,52,80,0,2,1,0,0.075,0.275,0.015,0.163,0.108,0.183,0.123,0.153,,-18,0,-11.5,8.4,-0.1,9225
Adbert Alzolay,CHC,4,5,0,0,0,0,0,0.4,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,17859
Matt Grace,WSN,178,11,0,0,0,0,0,0.636,0,0.25,0.091,0.091,0.091,0.08,,-51,0,-2.3,1.3,-0.1,11449
Chad Green,NYY,169,5,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-1.3,0.6,-0.1,15552
Chris Hatcher,- - -,256,14,0,0,1,0,0.143,0.429,0,0.167,0.083,0.214,0.083,0.122,,-34,0,-2.3,1.3,-0.1,3299
Austin Brice,- - -,106,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,17237
Fernando Rodriguez,- - -,216,4,0,0,0,0,0,0.75,0,0,0,0,0,0,,-100,0,-1,0.3,-0.1,7558
Tim Corcoran,TBD,30,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,2351
Daniel Barone,FLA,16,11,0,1,0,0,0,0.636,0,0.5,0.111,0.111,0.111,0.1,,-54,0,-2.2,1.2,-0.1,7652
Anthony Swarzak,- - -,375,5,0,0,0,0,0,0.8,0,0,0,0,0,0,,-100,0,-1.3,0.5,-0.1,7466
Kevin Cameron,- - -,69,5,0,0,0,0,0,0.8,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,3523
Zach Jackson,- - -,22,13,0,1,0,0,0,0.154,0,0.143,0.111,0.111,0.111,0.099,,-56,0,-2.7,1.5,-0.1,8356
Robbie Ray,- - -,151,263,1,11,9,0,0.015,0.437,0.039,0.28,0.146,0.16,0.185,0.151,,-19,-0.1,-39.4,30.4,-0.1,11486
Luis Severino,NYY,99,12,0,1,0,0,0,0.417,0,0.143,0.083,0.083,0.083,0.073,,-59,0,-2.4,1.4,-0.1,15890
Jarlin Garcia,MIA,150,12,0,0,0,0,0.083,0.667,0,0,0,0.091,0,0.063,,-66,0,-2.5,1.4,-0.1,18282
Bryan Mitchell,- - -,64,20,0,0,0,0,0,0.55,0,0.25,0.105,0.105,0.105,0.093,,-49,0,-3.7,2.4,-0.1,11479
Jeremy Accardo,- - -,234,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,6428
Jesse Litsch,TOR,88,5,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,3688
Chris Sale,- - -,312,26,0,1,0,0,0,0.5,0.04,0.25,0.12,0.12,0.16,0.12,,-35,0,-4.3,2.8,-0.1,10603
Tyler Wagner,- - -,6,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.3,0.5,-0.1,13796
David Aardsma,- - -,320,5,0,0,0,0,0,0.4,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,1902
John Grabow,- - -,370,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,1848
Austin Voth,WSN,13,12,0,0,1,0,0,0.333,0,0.143,0.091,0.091,0.091,0.079,,-60,0,-2.5,1.5,-0.1,15047
Scott Proctor,- - -,252,5,0,0,1,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.3,0.5,-0.1,1911
Kevin Mulvey,- - -,10,7,0,0,0,0,0,0.429,0,0.25,0.143,0.143,0.143,0.128,,-43,-0.4,-1.7,0.8,-0.1,6947
Carlos Torres,- - -,363,42,0,2,2,0,0.048,0.452,0,0.267,0.118,0.167,0.118,0.137,,-24,0,-6.2,4.3,-0.1,7624
Jae Seo,- - -,47,22,0,0,0,0,0.045,0.273,0,0.154,0.105,0.15,0.105,0.124,,-39,0,-4.1,2.6,-0.1,895
Anthony Lerew,- - -,13,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,3440
Ariel Miranda,- - -,45,6,0,1,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.6,0.7,-0.1,17526
Graham Taylor,FLA,3,5,0,0,0,0,0,0.4,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,3719
Enyel De Los Santos,PHI,12,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.6,0.7,-0.1,18403
Jarrod Washburn,- - -,121,16,0,2,1,0,0.125,0.375,0,0.143,0.077,0.2,0.077,0.154,,-2,0,-2.2,1,-0.1,40
Lee Gardner,FLA,69,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,1448
Jordan Smith,CIN,54,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0,-1.3,0.5,-0.1,9515
Chris Seddon,- - -,38,5,0,0,0,0,0,0.4,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,3833
Mike Lincoln,CIN,102,5,0,0,0,0,0,0.4,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,1457
Justin Miller,- - -,150,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,8580
Dustin Nippert,- - -,116,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,4426
Shane Carle,- - -,62,6,0,0,0,0,0,0.833,0,0,0,0,0,0,,-100,0,-1.6,0.7,-0.1,15258
Stolmy Pimentel,- - -,33,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,6415
Ryan Sadowski,SFG,6,12,0,0,0,0,0,0.5,0,0.25,0.1,0.1,0.1,0.089,,-61,0,-2.4,1.3,-0.1,5916
Nick Greenwood,STL,20,6,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,8182
Leo Rosales,ARI,76,5,0,0,0,0,0,0.4,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,5618
Josh Roenicke,- - -,190,14,0,1,0,0,0,0.429,0,0.143,0.077,0.143,0.077,0.115,,-53,0,-2.6,1.5,-0.1,3241
Mike Gosling,- - -,39,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,2204
Aaron Brooks,- - -,47,6,0,0,0,0,0,0.167,0,0,0,0,0,0,,-100,0,-1.6,0.7,-0.1,12272
Bobby Parnell,- - -,335,14,0,1,0,0,0,0.214,0,0.167,0.111,0.111,0.111,0.099,,-53,0,-2.7,1.5,-0.1,9926
Kendall Graveman,- - -,83,6,0,0,0,0,0,0.667,0,0,0,0,0,0,,-100,0,-1.6,0.7,-0.1,15514
Cesar Ramos,- - -,267,6,0,0,0,0,0,0.667,0,0,0,0,0,0,,-100,0,-1.5,0.6,-0.1,3357
Ramon Troncoso,- - -,204,10,0,0,1,0,0.1,0.7,0,0,0,0.111,0,0.078,,-57,0,-2.1,1,-0.1,4685
Randall Delgado,- - -,272,100,0,5,2,0,0.01,0.36,0,0.275,0.161,0.17,0.161,0.149,,-15,-0.1,-14.1,10.2,-0.1,5985
Ryan Franklin,- - -,351,11,0,0,1,0,0,0.818,0,0.5,0.091,0.091,0.091,0.081,,-50,0,-2.3,1.2,-0.1,1076
Luis Perdomo,- - -,51,6,0,0,0,0,0,0.833,0,0,0,0,0,0,,-100,0,-1.6,0.7,-0.1,5380
Tim Byrdak,- - -,390,11,0,0,0,0,0,0.364,0,0.143,0.091,0.091,0.091,0.081,,-56,0,-2.2,1.2,-0.1,1995
Justin Hampson,- - -,92,11,0,2,0,0,0.091,0.273,0,0,0,0.1,0,0.071,,-61,0,-2.4,1.2,-0.1,2209
Rex Brothers,- - -,314,5,0,0,0,0,0,0.8,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,9794
Kyle Wright,ATL,11,6,0,0,0,0,0,0.667,0,0,0,0,0,0,,-100,0,-1.7,0.7,-0.1,19665
Kyle Weiland,- - -,11,6,0,1,0,0,0,0.167,0,0,0,0,0,0,,-100,0,-1.5,0.6,-0.1,7874
Dallas Braden,OAK,94,6,0,0,0,0,0,0.333,0,0,0,0,0,0,,-100,0,-1.6,0.6,-0.1,8099
Jose Lima,NYM,4,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.7,0.7,-0.1,475
Ronald Belisario,- - -,341,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.6,0.6,-0.1,2203
Justin Duchscherer,OAK,97,6,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-1.6,0.6,-0.1,910
Jaime Barria,LAA,45,7,0,0,0,0,0,0.286,0,0,0,0,0,0,,-100,0,-1.9,0.8,-0.1,18356
Steven Wright,BOS,82,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.6,0.6,-0.1,8185
John Patterson,WSN,15,20,0,0,0,0,0,0.4,0,0.2,0.111,0.111,0.111,0.099,,-36,0,-3.7,2.3,-0.1,71
Anthony Banda,- - -,14,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.7,0.7,-0.1,14706
Jason Berken,- - -,110,6,0,0,0,0,0,0.333,0,0,0,0,0,0,,-100,0,-1.6,0.6,-0.1,5673
Manny Corpas,- - -,359,13,0,0,0,0,0.154,0.538,0,0,0,0.167,0,0.117,,-45,0,-2.4,1.3,-0.1,2807
Dillon Peters,- - -,30,20,0,2,0,0,0.05,0.5,0,0.167,0.063,0.118,0.063,0.092,,-45,0,-3.9,2.4,-0.1,18790
Lucas Harrell,- - -,105,80,0,5,1,0,0.038,0.488,0,0.286,0.135,0.169,0.135,0.142,,-18,-0.1,-11.6,8.4,-0.1,7541
Shaun Anderson,SFG,28,28,0,0,0,0,0,0.679,0.04,0.333,0.08,0.115,0.12,0.108,,-40,0,-5.2,3.4,-0.1,19453
Blake Treinen,- - -,345,19,0,0,0,0,0.053,0.474,0,0.2,0.071,0.133,0.071,0.105,,-47,0,-3.3,2,-0.1,12572
Kevin Gregg,- - -,501,6,0,0,0,0,0,0.833,0,0,0,0,0,0,,-100,0,-1.7,0.7,-0.1,1793
Adam Loewen,- - -,77,42,1,4,4,0,0.071,0.31,0.108,0.261,0.189,0.286,0.297,0.27,,64,0,-1.9,-0.3,-0.1,2134
Andrew Werner,SDP,8,14,0,0,0,0,0,0.286,0,0.125,0.083,0.083,0.083,0.074,,-59,0,-2.7,1.5,-0.1,11783
Scott Richmond,TOR,36,6,0,0,0,0,0,0.833,0,0,0,0,0,0,,-100,0,-1.7,0.7,-0.1,4307
Daniel Wright,- - -,14,6,0,0,0,0,0,0.333,0,0,0,0,0,0,,-100,0,-1.6,0.6,-0.1,15179
Felix Pena,- - -,78,12,0,0,0,0,0.083,0.167,0,0,0,0.083,0,0.058,,-67,0,-2.6,1.4,-0.1,13403
Chris Bassitt,- - -,68,7,0,0,0,0,0,0.429,0,0,0,0,0,0,,-100,0,-1.9,0.8,-0.1,12304
T.J. Beam,- - -,52,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.7,0.6,-0.1,6101
Ramon Ramirez,CIN,16,11,0,1,0,0,0,0.273,0,0.143,0.1,0.1,0.1,0.09,,-67,0,-2.3,1.2,-0.1,2899
Justin Miller,- - -,171,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.7,0.6,-0.1,1313
Logan Kensing,- - -,150,6,0,0,0,0,0,0.167,0,0,0,0,0,0,,-100,0,-1.7,0.7,-0.1,6166
David Wells,- - -,42,65,0,3,1,0,0,0.308,0.017,0.237,0.155,0.155,0.172,0.145,,-19,0,-10.1,7.1,-0.1,855
Wilton Lopez,- - -,292,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.6,0.6,-0.1,4227
Jesse Chavez,- - -,463,23,0,0,0,0,0,0.739,0,1,0.105,0.105,0.105,0.092,,-36,0,-4.1,2.5,-0.1,5448
Jeff Samardzija,- - -,368,395,3,16,22,0,0.018,0.39,0.066,0.208,0.126,0.144,0.191,0.146,,-17,-0.1,-56.5,43.2,-0.1,3254
Jakob Junis,KCR,81,7,0,0,0,0,0,0.571,0,0,0,0,0,0,,-100,0,-1.9,0.8,-0.1,13619
Brandon Cumpton,- - -,23,32,0,1,1,0,0.063,0.344,0,0.133,0.077,0.143,0.077,0.113,,-38,0,-5,3.2,-0.1,11366
Jean Machi,- - -,194,7,0,0,0,0,0,0.571,0,0,0,0,0,0,,-100,0,-1.7,0.7,-0.1,3220
Yency Almonte,COL,42,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,15068
Casey Sadler,- - -,42,7,0,0,0,0,0,0.286,0,0,0,0,0,0,,-100,0,-1.9,0.8,-0.1,11209
Nick Masset,- - -,387,6,0,0,0,0,0,0.833,0,0,0,0,0,0,,-100,0,-1.7,0.6,-0.1,7267
Nick Blackburn,MIN,145,12,0,0,0,0,0,0.25,0,0.111,0.083,0.083,0.083,0.075,,-55,0,-2.5,1.2,-0.1,4270
Nick Martinez,TEX,91,11,0,3,0,0,0.091,0.455,0,0,0,0.091,0,0.063,,-62,0,-2.3,1.2,-0.1,12730
Victor Santos,- - -,61,48,0,4,1,0,0,0.292,0.024,0.222,0.146,0.146,0.171,0.139,,-28,0,-8.1,5.7,-0.1,446
Gonzalez Germen,- - -,129,6,0,0,0,0,0,0.667,0,0,0,0,0,0,,-100,0,-1.6,0.6,-0.1,5876
Tom Martin,COL,94,6,0,0,0,0,0,0.167,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,1219
Justin Grimm,- - -,306,7,0,0,0,0,0,0.571,0,0,0,0,0,0,,-100,0,-1.8,0.8,-0.1,11720
Felipe Paulino,- - -,97,68,0,1,1,0,0.015,0.426,0.018,0.286,0.14,0.169,0.158,0.152,,-18,0,-10.1,7,-0.1,3777
Shane Greene,- - -,285,7,0,0,0,0,0,0.714,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,10756
Manny Banuelos,- - -,23,7,0,0,0,0,0,0.143,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,5365
Aneury Rodriguez,HOU,44,12,0,0,0,0,0,0.417,0,0.2,0.1,0.1,0.1,0.088,,-52,0,-2.3,1.1,-0.1,8948
Brett Cecil,- - -,443,7,0,0,0,0,0,0.857,0,0,0,0,0,0,,-100,0,-1.9,0.7,-0.1,2660
Brian Sanches,- - -,195,12,0,1,1,0,0,0.25,0,0.125,0.091,0.091,0.091,0.081,,-58,0,-2.5,1.2,-0.1,2739
Ariel Pena,MIL,7,7,0,0,0,0,0,0.857,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,10240
Glen Perkins,MIN,409,7,0,0,0,0,0,0.571,0,0,0,0,0,0,,-100,0,-1.9,0.7,-0.1,8041
Adrian Houser,MIL,44,27,0,0,0,0,0.074,0.63,0.045,0.2,0.045,0.125,0.091,0.108,,-44,0,-5.1,3.3,-0.1,12718
Logan Ondrusek,- - -,288,7,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,3677
Marty McLeary,PIT,9,7,0,0,0,0,0,0.429,0,0,0,0,0,0,,-100,0,-2,0.8,-0.1,2022
Alay Soler,NYM,8,15,0,0,0,0,0,0.4,0,0.2,0.091,0.091,0.091,0.081,,-65,0,-3.2,1.8,-0.1,8542
Chris Stratton,- - -,83,71,0,1,5,0,0,0.437,0.016,0.25,0.129,0.127,0.145,0.117,,-32,0,-11.7,8.5,-0.1,13761
Dave Borkowski,HOU,130,7,0,0,0,0,0,0.286,0,0,0,0,0,0,,-100,0,-2,0.8,-0.1,2002
Jake Odorizzi,- - -,192,29,0,0,3,0,0.034,0.276,0,0.133,0.087,0.125,0.087,0.102,,-40,0,-5.1,3.3,-0.1,6397
Anthony Bass,- - -,192,39,0,3,6,1,0,0.436,0.053,0.19,0.105,0.105,0.158,0.112,,-34,0.2,-6.1,4,-0.1,7982
D.J. Carrasco,- - -,189,7,0,0,0,0,0,0.429,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,1666
Gary Majewski,- - -,136,7,0,0,0,0,0,0.429,0,0,0,0,0,0,,-100,0,-2,0.8,-0.1,2131
Radhames Liz,- - -,42,7,0,1,0,0,0,0.429,0,0,0,0,0,0,,-100,0,-1.9,0.7,-0.1,5843
Todd Coffey,- - -,404,7,0,0,0,0,0,0.286,0,0,0,0,0,0,,-100,0,-1.9,0.8,-0.1,2467
Robinson Tejeda,- - -,160,7,0,0,0,0,0,0.571,0,0,0,0,0,0,,-100,0,-2,0.8,-0.1,2575
David Herndon,PHI,97,7,0,0,0,0,0,0.857,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,9264
James Paxton,- - -,131,18,0,1,1,0,0.111,0.667,0,0,0,0.143,0,0.099,,-52,0,-3.6,2,-0.1,11828
Ryan Tucker,- - -,18,7,0,0,0,0,0,0.571,0,0,0,0,0,0,,-100,0,-1.9,0.7,-0.1,1062
Carlos Fisher,CIN,74,7,0,0,0,0,0,0.857,0,0,0,0,0,0,,-100,0,-1.8,0.7,-0.1,9832
Justin Lehr,- - -,27,28,0,1,1,0,0.036,0.286,0.045,0.143,0.091,0.13,0.136,0.124,,-42,0,-4.9,3,-0.1,2163
Justin Wilson,- - -,457,8,0,0,0,0,0,0.875,0,0,0,0,0,0,,-100,0,-2,0.8,-0.1,4301
Brett Kennedy,SDP,6,9,0,0,0,0,0,0.444,0,0,0,0,0,0,,-100,0,-2.3,1.1,-0.1,17877
Paul Sewald,NYM,120,9,0,0,0,0,0,0.333,0,0,0,0,0,0,,-100,0,-2.3,1.1,-0.1,13892
Erik Johnson,- - -,22,8,0,0,0,0,0,0.375,0,0,0,0,0,0,,-100,0,-2,0.8,-0.1,12520
Dereck Rodriguez,SFG,50,68,0,1,1,0,0,0.485,0.016,0.286,0.131,0.131,0.148,0.121,,-33,0,-11.4,8.3,-0.1,14509
Sergio Romo,- - -,708,7,0,0,0,0,0,0.714,0,0,0,0,0,0,,-100,0,-1.8,0.6,-0.1,9817
Philip Humber,- - -,97,13,0,0,1,0,0,0.308,0,0.143,0.091,0.091,0.091,0.08,,-62,0,-2.7,1.3,-0.1,8586
Scott Alexander,- - -,180,9,0,0,0,0,0,0.667,0,0,0,0,0,0,,-100,0,-2.4,1.1,-0.1,10591
Aaron Sanchez,- - -,150,13,0,0,0,0,0.077,0.385,0,0,0,0.077,0,0.053,,-79,0,-2.9,1.4,-0.1,11490
Adam Warren,- - -,323,7,0,0,0,0,0,0.571,0,0,0,0,0,0,,-100,0,-1.8,0.6,-0.1,9029
Micah Bowie,- - -,55,14,0,0,1,0,0,0.286,0,0.125,0.083,0.083,0.083,0.075,,-65,0,-3,1.5,-0.1,1561
Jason Grilli,- - -,577,7,0,0,0,0,0,0.143,0,0,0,0,0,0,,-100,0,-2,0.7,-0.1,521
Mitch Talbot,- - -,43,8,0,0,0,0,0,0.625,0,0,0,0,0,0,,-100,0,-2,0.8,-0.1,4961
Cory Lidle,- - -,31,40,0,3,0,0,0.05,0.35,0.059,0.15,0.088,0.139,0.147,0.132,,-37,0,-7.2,4.8,-0.1,926
Jeff Niemann,TBR,97,14,0,0,0,0,0,0.643,0,0.25,0.077,0.077,0.077,0.068,,-60,0,-2.9,1.4,-0.1,8591
Glendon Rusch,- - -,72,47,0,1,0,0,0,0.191,0.049,0.188,0.146,0.146,0.195,0.148,,-30,0,-7.8,5.2,-0.1,707
Steve Cishek,- - -,572,9,0,1,0,0,0,0.222,0,0.143,0.111,0.111,0.111,0.098,,-44,0,-1.7,0.3,-0.1,6483
Casey Kelly,- - -,27,24,0,0,0,0,0,0.333,0,0.2,0.111,0.111,0.111,0.098,,-45,0,-4.4,2.6,-0.1,9174
Billy Traber,- - -,63,20,0,1,1,0,0.05,0.55,0,0.167,0.059,0.111,0.059,0.089,,-54,0,-4.1,2.3,-0.1,410
Hisashi Iwakuma,SEA,150,15,0,0,0,0,0.067,0.533,0,0,0,0.083,0,0.057,,-67,0,-3,1.5,-0.1,13048
Zac Gallen,- - -,15,24,0,2,1,0,0,0.333,0,0.182,0.105,0.105,0.105,0.092,,-53,0,-4.8,3,-0.1,19291
Chris O'Grady,MIA,21,9,0,0,0,0,0,0.556,0,0,0,0,0,0,,-100,0,-2.4,1.1,-0.1,13818
Andrew Heaney,- - -,79,23,0,1,0,0,0,0.478,0,0.2,0.095,0.095,0.095,0.084,,-55,0,-4.3,2.5,-0.1,15423
Ramon Ortiz,- - -,121,80,1,6,4,0,0.05,0.4,0.044,0.171,0.103,0.153,0.147,0.141,,-24,0,-12.9,9.3,-0.1,27
Juan Gutierrez,- - -,264,8,0,1,0,0,0,0.625,0,0,0,0,0,0,,-100,0,-2.2,0.9,-0.1,3265
Jason Davis,- - -,77,8,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-2.2,0.8,-0.1,1598
Oscar Villarreal,- - -,144,15,0,0,0,0,0,0.333,0,0.143,0.083,0.083,0.083,0.075,,-58,0,-3.3,1.7,-0.1,1654
Kyle McClellan,- - -,269,53,0,3,4,0,0.019,0.34,0.022,0.214,0.13,0.149,0.152,0.137,,-20,0,-7.8,5.1,-0.1,4845
Matt Magill,- - -,101,9,0,0,0,0,0,0.667,0,0,0,0,0,0,,-100,0,-2.2,0.9,-0.1,3950
Matt Andriese,- - -,167,9,0,0,0,0,0,0.444,0,0,0,0,0,0,,-100,0,-2.5,1.1,-0.1,12022
Javier Lopez,- - -,668,6,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.5,0.3,-0.1,1663
Gil Meche,- - -,143,14,0,1,1,0,0,0.5,0,0.143,0.071,0.071,0.071,0.064,,-64,0,-3.2,1.5,-0.1,1089
Mark Prior,CHC,9,14,0,0,0,0,0,0.357,0,0.125,0.077,0.077,0.077,0.068,,-79,0,-3.3,1.7,-0.1,301
Robbie Erlin,SDP,107,81,0,1,2,0,0.037,0.321,0,0.174,0.111,0.147,0.111,0.122,,-27,0,-12.4,8.8,-0.1,10354
